Platform	Name	Region	Code	Game	Box	Manual	Comment
NES/FC	Mighty Final Fight	NTSC (NA)		No	No	No	
NES/FC	Mike Tyson's Punch-Out!!	NTSC (NA)		No	No	No	
NES/FC	Millipede	NTSC (NA)		No	No	No	
NES/FC	Milon's Secret Castle	NTSC (NA)		No	No	No	
NES/FC	Miracle Piano Teaching System, The	NTSC (NA)		No	No	No	
NES/FC	Mission Cobra	NTSC (NA)		No	No	No	
NES/FC	Mission: Impossible	NTSC (NA)		No	No	No	
NES/FC	Monopoly	NTSC (NA)		No	No	No	
NES/FC	Monster in My Pocket	NTSC (NA)		No	No	No	
NES/FC	Monster Party	NTSC (NA)		No	No	No	
NES/FC	Monster Truck Rally	NTSC (NA)		No	No	No	
NES/FC	Moon Ranger	NTSC (NA)		No	No	No	
NES/FC	Motor City Patrol	NTSC (NA)		No	No	No	
NES/FC	Ms. Pac-Man	NTSC (NA)		No	No	No	
NES/FC	Ms. Pac-Man	NTSC (NA)		No	No	No	
NES/FC	Muppet Adventure: Chaos at the Carnival, Jim Henson's	NTSC (NA)		No	No	No	
NES/FC	Mutant Virus, The	NTSC (NA)		No	No	No	
NES/FC	Mystery Quest	NTSC (NA)		No	No	No	
NES/FC	NARC	NTSC (NA)		No	No	No	
NES/FC	NASCAR Challenge, Bill Elliot's	NTSC (NA)		No	No	No	
NES/FC	NFL Football	NTSC (NA)		No	No	No	
NES/FC	Nightshade	NTSC (NA)		No	No	No	
NES/FC	Ninja Crusaders	NTSC (NA)		No	No	No	
NES/FC	Ninja Gaiden	NTSC (NA)		No	No	No	
NES/FC	Ninja Gaiden II, The Dark Sword of Chaos	NTSC (NA)		No	No	No	
NES/FC	Ninja Gaiden III, The Ancient Ship of Doom	NTSC (NA)		No	No	No	
NES/FC	Ninja Kid	NTSC (NA)		No	No	No	
NES/FC	Nobunaga's Ambition	NTSC (NA)		No	No	No	
NES/FC	Nobunaga's Ambition II	NTSC (NA)		No	No	No	
NES/FC	North and South	NTSC (NA)		No	No	No	
NES/FC	Open Tournament Golf, NES	NTSC (NA)		No	No	No	
NES/FC	Operation Secret Storm	NTSC (NA)		No	No	No	
NES/FC	Operation Wolf, Take No Prisoners	NTSC (NA)		No	No	No	
NES/FC	ORB 3-D	NTSC (NA)		No	No	No	
NES/FC	Othello	NTSC (NA)		No	No	No	
NES/FC	Overlord	NTSC (NA)		No	No	No	
NES/FC	P'radikus Conflict, The	NTSC (NA)		No	No	No	
NES/FC	P.O.W. - Prisoners of War	NTSC (NA)		No	No	No	
NES/FC	Pac-Man	NTSC (NA)		No	No	No	
NES/FC	Pac-Man	NTSC (NA)		No	No	No	
NES/FC	Pac-Man	NTSC (NA)		No	No	No	
NES/FC	Pac-Mania	NTSC (NA)		No	No	No	
NES/FC	Palamedes	NTSC (NA)		No	No	No	
NES/FC	Panic Restaurant	NTSC (NA)		No	No	No	
NES/FC	Paperboy	NTSC (NA)		No	No	No	
NES/FC	Paperboy 2	NTSC (NA)		No	No	No	
NES/FC	Peek A Boo Poker	NTSC (NA)		No	No	No	
NES/FC	Pesterminator - The Western Exterminator	NTSC (NA)		No	No	No	
NES/FC	Peter Pan & The Pirates: The Revenge of Captain Hook, Fox's	NTSC (NA)		No	No	No	
NES/FC	Phantom Fighter	NTSC (NA)		No	No	No	
NES/FC	Pictionary	NTSC (NA)		No	No	No	
NES/FC	Pin-Bot	NTSC (NA)		No	No	No	
NES/FC	Pinball	NTSC (NA)		No	No	No	
NES/FC	Pinball Quest	NTSC (NA)		No	No	No	
NES/FC	Pipe Dream	NTSC (NA)		No	No	No	
NES/FC	Pirates!	NTSC (NA)		No	No	No	
NES/FC	Platoon	NTSC (NA)		No	No	No	
NES/FC	Play Action Football, NES	NTSC (NA)		No	No	No	
NES/FC	Popeye	NTSC (NA)		No	No	No	
NES/FC	Power Blade	NTSC (NA)		No	No	No	
NES/FC	Power Blade 2	NTSC (NA)		No	No	No	
NES/FC	Power Punch II	NTSC (NA)		No	No	No	
NES/FC	Predator	NTSC (NA)		No	No	No	
NES/FC	Prince of Persia	NTSC (NA)		No	No	No	
NES/FC	Princess Tomato in the Salad Kingdom	NTSC (NA)		No	No	No	
NES/FC	Pro Sport Hockey	NTSC (NA)		No	No	No	
NES/FC	Pro Wrestling	NTSC (NA)		No	No	No	
NES/FC	Punch-Out!!	NTSC (NA)		No	No	No	
NES/FC	Punisher, The	NTSC (NA)		No	No	No	
NES/FC	Puss N' Boots: Pero's Great Adventure	NTSC (NA)		No	No	No	
NES/FC	Puzzle	NTSC (NA)		No	No	No	
NES/FC	Puzznic	NTSC (NA)		No	No	No	
NES/FC	Pyramid	NTSC (NA)		No	No	No	
NES/FC	Q*Bert	NTSC (NA)		No	No	No	
NES/FC	Qix	NTSC (NA)		No	No	No	
NES/FC	Quattro Adventure	NTSC (NA)		No	No	No	
NES/FC	Quattro Arcade	NTSC (NA)		No	No	No	
NES/FC	Quattro Sports	NTSC (NA)		No	No	No	
NES/FC	R.B.I. Baseball	NTSC (NA)		No	No	No	
NES/FC	R.B.I. Baseball	NTSC (NA)		No	No	No	
NES/FC	R.B.I. Baseball 2	NTSC (NA)		No	No	No	
NES/FC	R.B.I. Baseball 3	NTSC (NA)		No	No	No	
NES/FC	R.C. Pro-Am	NTSC (NA)		No	No	No	
NES/FC	R.C. Pro-Am II	NTSC (NA)		No	No	No	
NES/FC	Race America, Alex DeMeo's	NTSC (NA)		No	No	No	
NES/FC	RacerMate Challenge II	NTSC (NA)		No	No	No	
NES/FC	Racket Attack	NTSC (NA)		No	No	No	
NES/FC	Rad Racer	NTSC (NA)		No	No	No	
NES/FC	Rad Racer II	NTSC (NA)		No	No	No	
NES/FC	Rad Racket - Deluxe Tennis II	NTSC (NA)		No	No	No	
NES/FC	Raid 2020	NTSC (NA)		No	No	No	
NES/FC	Raid on Bungeling Bay	NTSC (NA)		No	No	No	
NES/FC	Rainbow Islands	NTSC (NA)		No	No	No	
NES/FC	Rally Bike	NTSC (NA)		No	No	No	
NES/FC	Rambo	NTSC (NA)		No	No	No	
NES/FC	Rampage	NTSC (NA)		No	No	No	
NES/FC	Rampart	NTSC (NA)		No	No	No	
NES/FC	Remote Control	NTSC (NA)		No	No	No	
NES/FC	Ren & Stimpy Show, The: Buckeroo$!	NTSC (NA)		No	No	No	
NES/FC	Renegade	NTSC (NA)		No	No	No	
NES/FC	Rescue - The Embassy Mission	NTSC (NA)		No	No	No	
NES/FC	Ring King	NTSC (NA)		No	No	No	
NES/FC	River City Ransom	NTSC (NA)		No	No	No	
NES/FC	Road Runner	NTSC (NA)		No	No	No	
NES/FC	RoadBlasters	NTSC (NA)		No	No	No	
NES/FC	Robin Hood - Prince of Thieves	NTSC (NA)		No	No	No	
NES/FC	RoboCop	NTSC (NA)		No	No	No	
NES/FC	RoboCop 2	NTSC (NA)		No	No	No	
NES/FC	RoboCop 3	NTSC (NA)		No	No	No	
NES/FC	Robodemons	NTSC (NA)		No	No	No	
NES/FC	RoboWarrior	NTSC (NA)		No	No	No	
NES/FC	Rock 'n Ball	NTSC (NA)		No	No	No	
NES/FC	Rocket Ranger	NTSC (NA)		No	No	No	
NES/FC	Rocketeer, The	NTSC (NA)		No	No	No	
NES/FC	Rockin' Kats	NTSC (NA)		No	No	No	
NES/FC	Roger Clemens' MVP Baseball	NTSC (NA)		No	No	No	
NES/FC	Rollerball	NTSC (NA)		No	No	No	
NES/FC	Rollerblade Racer	NTSC (NA)		No	No	No	
NES/FC	Rollergames	NTSC (NA)		No	No	No	
NES/FC	Rolling Thunder	NTSC (NA)		No	No	No	
NES/FC	Romance of the Three Kingdoms	NTSC (NA)		No	No	No	
NES/FC	Romance of the Three Kingdoms II	NTSC (NA)		No	No	No	
NES/FC	Roundball 2-on-2 Challenge	NTSC (NA)		No	No	No	
NES/FC	Rush'n Attack	NTSC (NA)		No	No	No	
NES/FC	Rygar	NTSC (NA)		No	No	No	
NES/FC	S.C.A.T.	NTSC (NA)		No	No	No	
NES/FC	Secret Scout	NTSC (NA)		No	No	No	
NES/FC	Section-Z	NTSC (NA)		No	No	No	
NES/FC	Seicross	NTSC (NA)		No	No	No	
NES/FC	Sesame Street: 123	NTSC (NA)		No	No	No	
NES/FC	Sesame Street: ABC	NTSC (NA)		No	No	No	
NES/FC	Sesame Street: ABC/123	NTSC (NA)		No	No	No	
NES/FC	Sesame Street: Big Bird's Hide & Speak	NTSC (NA)		No	No	No	
NES/FC	Sesame Street: Countdown	NTSC (NA)		No	No	No	
NES/FC	Shadow of the Ninja	NTSC (NA)		No	No	No	
NES/FC	Shadowgate	NTSC (NA)		No	No	No	
NES/FC	Shatterhand	NTSC (NA)		No	No	No	
NES/FC	Shingen the Ruler	NTSC (NA)		No	No	No	
NES/FC	Shinobi	NTSC (NA)		No	No	No	
NES/FC	Shockwave	NTSC (NA)		No	No	No	
NES/FC	Shooting Range	NTSC (NA)		No	No	No	
NES/FC	Short Order/Eggsplode	NTSC (NA)		No	No	No	
NES/FC	Side Pocket	NTSC (NA)		No	No	No	
NES/FC	Silent Assault	NTSC (NA)		No	No	No	
NES/FC	Silent Service	NTSC (NA)		No	No	No	
NES/FC	Silk Worm	NTSC (NA)		No	No	No	
NES/FC	Silver Surfer	NTSC (NA)		No	No	No	
NES/FC	Simpsons, The - Bart Vs. the Space Mutants	NTSC (NA)		No	No	No	
NES/FC	Simpsons, The - Bart Vs. the World	NTSC (NA)		No	No	No	
NES/FC	Simpsons, The - Bartman Meets Radioactive Man	NTSC (NA)		No	No	No	
NES/FC	Simpsons, The - Krusty's Fun House	NTSC (NA)		No	No	No	
NES/FC	Skate or Die	NTSC (NA)		No	No	No	
NES/FC	Skate or Die 2, The Search for Double Trouble	NTSC (NA)		No	No	No	
NES/FC	Ski or Die	NTSC (NA)		No	No	No	
NES/FC	Skull & Crossbones	NTSC (NA)		No	No	No	
NES/FC	Sky Kid	NTSC (NA)		No	No	No	
NES/FC	Sky Shark	NTSC (NA)		No	No	No	
NES/FC	Slalom	NTSC (NA)		No	No	No	
NES/FC	Smash T.V.	NTSC (NA)		No	No	No	
NES/FC	Snake Rattle n Roll	NTSC (NA)		No	No	No	
NES/FC	Snake's Revenge	NTSC (NA)		No	No	No	
NES/FC	Snoopy's Silly Sports Spectacular	NTSC (NA)		No	No	No	
NES/FC	Snow Brothers	NTSC (NA)		No	No	No	
NES/FC	Soccer	NTSC (NA)		No	No	No	
NES/FC	Solar Jetman - Hunt for the Golden Warship	NTSC (NA)		No	No	No	
NES/FC	Solitaire	NTSC (NA)		No	No	No	
NES/FC	Solomon's Key	NTSC (NA)		No	No	No	
NES/FC	Solstice - The Quest for the Staff of Demnos	NTSC (NA)		No	No	No	
NES/FC	Space Shuttle Project	NTSC (NA)		No	No	No	
NES/FC	Spelunker	NTSC (NA)		No	No	No	
NES/FC	Spider-Man - Return of the Sinister Six	NTSC (NA)		No	No	No	
NES/FC	Spiritual Warfare	NTSC (NA)		No	No	No	
NES/FC	Spot: The Videogame!	NTSC (NA)		No	No	No	
NES/FC	Spy Hunter	NTSC (NA)		No	No	No	
NES/FC	Spy vs. Spy	NTSC (NA)		No	No	No	
NES/FC	Sqoon	NTSC (NA)		No	No	No	
NES/FC	Stack-Up	NTSC (NA)		No	No	No	
NES/FC	Stadium Events	NTSC (NA)		No	No	No	
NES/FC	Stanley: The Search for Dr. Livingston	NTSC (NA)		No	No	No	
NES/FC	Star Force	NTSC (NA)		No	No	No	
NES/FC	Star Soldier	NTSC (NA)		No	No	No	
NES/FC	Star Trek 25th Anniversary	NTSC (NA)		No	No	No	
NES/FC	Star Trek: The Next Generation	NTSC (NA)		No	No	No	
NES/FC	Star Tropics	NTSC (NA)		No	No	No	
NES/FC	Star Tropics II - Zoda's Revenge	NTSC (NA)		No	No	No	
NES/FC	Star Voyager	NTSC (NA)		No	No	No	
NES/FC	Star Wars	NTSC (NA)		No	No	No	
NES/FC	Star Wars - The Empire Strikes Back	NTSC (NA)		No	No	No	
NES/FC	Starship Hector	NTSC (NA)		No	No	No	
NES/FC	Stealth ATF	NTSC (NA)		No	No	No	
NES/FC	Stinger	NTSC (NA)		No	No	No	
NES/FC	Street Cop	NTSC (NA)		No	No	No	
NES/FC	Street Fighter 2010 - The Final Fight	NTSC (NA)		No	No	No	
NES/FC	Strider	NTSC (NA)		No	No	No	
NES/FC	Stunt Kids	NTSC (NA)		No	No	No	
NES/FC	Sunday Funday	NTSC (NA)		No	No	No	
NES/FC	Super C	NTSC (NA)		No	No	No	
NES/FC	Super Cars	NTSC (NA)		No	No	No	
NES/FC	Super Dodge Ball	NTSC (NA)		No	No	No	
NES/FC	Super Glove Ball	NTSC (NA)		No	No	No	
NES/FC	Super Jeopardy!, Talking	NTSC (NA)		No	No	No	
NES/FC	Super Mario Bros.	NTSC (NA)		No	No	No	
NES/FC	Super Mario Bros. - Duck Hunt	NTSC (NA)		No	No	No	
NES/FC	Super Mario Bros. - Duck Hunt - World Class Track Meet	NTSC (NA)		No	No	No	
NES/FC	Super Mario Bros. 2	NTSC (NA)		No	No	No	
NES/FC	Super Mario Bros. 3	NTSC (NA)		No	No	No	
NES/FC	Super Off Road, Ivan 'Ironman' Stewart's	NTSC (NA)		No	No	No	
NES/FC	Super Pitfall	NTSC (NA)		No	No	No	
NES/FC	Super Spike V'Ball	NTSC (NA)		No	No	No	
NES/FC	Super Spike V'Ball / World Cup Soccer	NTSC (NA)		No	No	No	
NES/FC	Super Sprint	NTSC (NA)		No	No	No	
NES/FC	Super Spy Hunter	NTSC (NA)		No	No	No	
NES/FC	Super Team Games	NTSC (NA)		No	No	No	
NES/FC	Superman	NTSC (NA)		No	No	No	
NES/FC	Swamp Thing	NTSC (NA)		No	No	No	
NES/FC	Sword Master	NTSC (NA)		No	No	No	
NES/FC	Swords and Serpents	NTSC (NA)		No	No	No	
NES/FC	T & C II: Thrilla's Surfari	NTSC (NA)		No	No	No	
NES/FC	T & C Surf Designs	NTSC (NA)		No	No	No	
NES/FC	T2 Terminator 2: Judgment Day	NTSC (NA)		No	No	No	
NES/FC	Taboo - The Sixth Sense	NTSC (NA)		No	No	No	
NES/FC	Tag Team Wrestling	NTSC (NA)		No	No	No	
NES/FC	Tagin' Dragon	NTSC (NA)		No	No	No	
NES/FC	Talespin	NTSC (NA)		No	No	No	
NES/FC	Target: Renegade	NTSC (NA)		No	No	No	
NES/FC	Tecmo Baseball	NTSC (NA)		No	No	No	
NES/FC	Tecmo Bowl	NTSC (NA)		No	No	No	
NES/FC	Tecmo Cup: Soccer Game	NTSC (NA)		No	No	No	
NES/FC	Tecmo NBA Basketball	NTSC (NA)		No	No	No	
NES/FC	Tecmo Super Bowl	NTSC (NA)		No	No	No	
NES/FC	Tecmo World Wrestling	NTSC (NA)		No	No	No	
NES/FC	Teenage Mutant Ninja Turtles	NTSC (NA)		No	No	No	
NES/FC	Teenage Mutant Ninja Turtles - Tournament Fighters	NTSC (NA)		No	No	No	
NES/FC	Teenage Mutant Ninja Turtles II - The Arcade Game	NTSC (NA)		No	No	No	
NES/FC	Teenage Mutant Ninja Turtles III - The Manhattan Project	NTSC (NA)		No	No	No	
NES/FC	Tennis	NTSC (NA)		No	No	No	
NES/FC	Terminator	NTSC (NA)		No	No	No	
NES/FC	Terra Cresta	NTSC (NA)		No	No	No	
NES/FC	Tetris	NTSC (NA)		No	No	No	
NES/FC	Tetris	NTSC (NA)		No	No	No	
NES/FC	Tetris 2	NTSC (NA)		No	No	No	
NES/FC	Three Stooges, The	NTSC (NA)		No	No	No	
NES/FC	Thunder and Lightning	NTSC (NA)		No	No	No	
NES/FC	Thunderbirds	NTSC (NA)		No	No	No	
NES/FC	Thundercade	NTSC (NA)		No	No	No	
NES/FC	Tiger-Heli	NTSC (NA)		No	No	No	
NES/FC	Tiles of Fate	NTSC (NA)		No	No	No	
NES/FC	Time Lord	NTSC (NA)		No	No	No	
NES/FC	Times of Lore	NTSC (NA)		No	No	No	
NES/FC	Tiny Toon Adventures	NTSC (NA)		No	No	No	
NES/FC	Tiny Toon Adventures 2 - Trouble in Wackyland	NTSC (NA)		No	No	No	
NES/FC	Tiny Toon Cartoon Workshop	NTSC (NA)		No	No	No	
NES/FC	To The Earth	NTSC (NA)		No	No	No	
NES/FC	Toki	NTSC (NA)		No	No	No	
NES/FC	Tom & Jerry - The Ultimate Game of Cat and Mouse!	NTSC (NA)		No	No	No	
NES/FC	Tombs & Treasure	NTSC (NA)		No	No	No	
NES/FC	Toobin'	NTSC (NA)		No	No	No	
NES/FC	Top Gun	NTSC (NA)		No	No	No	
NES/FC	Top Gun - The Second Mission	NTSC (NA)		No	No	No	
NES/FC	Top Players' Tennis, Chris Evert & Ivan Lendl in	NTSC (NA)		No	No	No	
NES/FC	Total Recall	NTSC (NA)		No	No	No	
NES/FC	Totally Rad	NTSC (NA)		No	No	No	
NES/FC	Touchdown Fever	NTSC (NA)		No	No	No	
NES/FC	Toxic Crusaders	NTSC (NA)		No	No	No	
NES/FC	Track & Field	NTSC (NA)		No	No	No	
NES/FC	Track & Field II	NTSC (NA)		No	No	No	
NES/FC	Treasure Master	NTSC (NA)		No	No	No	
NES/FC	Trog!	NTSC (NA)		No	No	No	
NES/FC	Trojan	NTSC (NA)		No	No	No	
NES/FC	Trolls on Treasure Island	NTSC (NA)		No	No	No	
NES/FC	Twin Cobra	NTSC (NA)		No	No	No	
NES/FC	Twin Eagle	NTSC (NA)		No	No	No	
NES/FC	Ultima: Exodus	NTSC (NA)		No	No	No	
NES/FC	Ultima: Quest of the Avatar	NTSC (NA)		No	No	No	
NES/FC	Ultima: Warriors of Destiny	NTSC (NA)		No	No	No	
NES/FC	Ultimate Air Combat	NTSC (NA)		No	No	No	
NES/FC	Ultimate Basketball	NTSC (NA)		No	No	No	
NES/FC	Ultimate League Soccer	NTSC (NA)		No	No	No	
NES/FC	Ultimate Stuntman, The	NTSC (NA)		No	No	No	
NES/FC	Uncharted Waters	NTSC (NA)		No	No	No	
NES/FC	Uninvited	NTSC (NA)		No	No	No	
NES/FC	Untouchables, The	NTSC (NA)		No	No	No	
NES/FC	Urban Champion	NTSC (NA)		No	No	No	
NES/FC	Vegas Dream	NTSC (NA)		No	No	No	
NES/FC	Venice Beach Volleyball	NTSC (NA)		No	No	No	
NES/FC	Vice: Project Doom	NTSC (NA)		No	No	No	
NES/FC	Videomation	NTSC (NA)		No	No	No	
NES/FC	Vindicators	NTSC (NA)		No	No	No	
NES/FC	Volleyball	NTSC (NA)		No	No	No	
NES/FC	Wacky Races	NTSC (NA)		No	No	No	
NES/FC	Wall Street Kid	NTSC (NA)		No	No	No	
NES/FC	Wally Bear and the No! Gang	NTSC (NA)		No	No	No	
NES/FC	Wario's Woods	NTSC (NA)		No	No	No	
NES/FC	Wayne Gretzky Hockey	NTSC (NA)		No	No	No	
NES/FC	Wayne's World	NTSC (NA)		No	No	No	
NES/FC	WCW: World Championship Wrestling	NTSC (NA)		No	No	No	
NES/FC	Werewolf - The Last Warrior	NTSC (NA)		No	No	No	
NES/FC	Wheel of Fortune	NTSC (NA)		No	No	No	
NES/FC	Wheel of Fortune Featuring Vanna White	NTSC (NA)		No	No	No	
NES/FC	Wheel of Fortune: Family Edition	NTSC (NA)		No	No	No	
NES/FC	Wheel of Fortune: Junior Edition	NTSC (NA)		No	No	No	
NES/FC	Where in Time Is Carmen Sandiego?	NTSC (NA)		No	No	No	
NES/FC	Where's Waldo?	NTSC (NA)		No	No	No	
NES/FC	Who Framed Roger Rabbit?	NTSC (NA)		No	No	No	
NES/FC	Whomp 'Em	NTSC (NA)		No	No	No	
NES/FC	Widget	NTSC (NA)		No	No	No	
NES/FC	Wild Gunman	NTSC (NA)		No	No	No	
NES/FC	Willow	NTSC (NA)		No	No	No	
NES/FC	Win, Lose or Draw	NTSC (NA)		No	No	No	
NES/FC	Winter Games	NTSC (NA)		No	No	No	
NES/FC	Wizardry Master Series II: Knight of Diamonds	NTSC (NA)		No	No	No	
NES/FC	Wizardry Master Series: The Proving Grounds of the Mad Overlord	NTSC (NA)		No	No	No	
NES/FC	Wizards & Warriors	NTSC (NA)		No	No	No	
NES/FC	Wizards & Warriors III, Kuros?Visions of Power	NTSC (NA)		No	No	No	
NES/FC	Wolverine	NTSC (NA)		No	No	No	
NES/FC	World Champ	NTSC (NA)		No	No	No	
NES/FC	World Championship Racing, Nigel Mansell's	NTSC (NA)		No	No	No	
NES/FC	World Class Track Meet	NTSC (NA)		No	No	No	
NES/FC	World Cup, Nintendo	NTSC (NA)		No	No	No	
NES/FC	World Games	NTSC (NA)		No	No	No	
NES/FC	Wrath of the Black Manta	NTSC (NA)		No	No	No	
NES/FC	Wrecking Crew	NTSC (NA)		No	No	No	
NES/FC	Wurm: Journey to the Center of the Earth	NTSC (NA)		No	No	No	
NES/FC	WWF King of the Ring	NTSC (NA)		No	No	No	
NES/FC	WWF WrestleMania	NTSC (NA)		No	No	No	
NES/FC	WWF WrestleMania Challenge	NTSC (NA)		No	No	No	
NES/FC	WWF Wrestlemania Steel Cage Challenge	NTSC (NA)		No	No	No	
NES/FC	Xenophobe	NTSC (NA)		No	No	No	
NES/FC	Xevious - The Avenger	NTSC (NA)		No	No	No	
NES/FC	Xexyz	NTSC (NA)		No	No	No	
NES/FC	Yo! Noid	NTSC (NA)		No	No	No	
NES/FC	Yoshi	NTSC (NA)		No	No	No	
NES/FC	Yoshi's Cookie	NTSC (NA)		No	No	No	
NES/FC	Young Indiana Jones Chronicles, The	NTSC (NA)		No	No	No	
NES/FC	Zanac	NTSC (NA)		No	No	No	
NES/FC	Zelda II - The Adventure of Link	NTSC (NA)		No	No	No	
