Platform	Name	Region	Code	Game	Box	Manual	Year	Comment
Nintendo Entertainment System	Yamamura Misa Suspense: Kyouto Zaiteku Satsujin Jiken	Japan		No	No	No	1990	
Nintendo Entertainment System	Yami no Shigotonin Kage	Japan		No	No	No	1990	
Nintendo Entertainment System	Yie Ar Kung Fu	Japan		No	No	No	1985	
Nintendo Entertainment System	Yoshi no Cookie	Japan		No	No	No	1992	
Nintendo Entertainment System	Yoshi no Tamago	Japan		No	No	No	1991	
Nintendo Entertainment System	Youkai Club	Japan		No	No	No	1987	
Nintendo Entertainment System	Youkai Douchuuki	Japan		No	No	No	1988	
Nintendo Entertainment System	Yousei Monogatari: RodLand	Japan		No	No	No	1992	
Nintendo Entertainment System	Ys	Japan		No	No	No	1988	
Nintendo Entertainment System	Ys II	Japan		No	No	No	1990	
Nintendo Entertainment System	Ys III: Wanderers from Ys	Japan		No	No	No	1991	
Nintendo Entertainment System	Yume Penguin Monogatari	Japan		No	No	No	1991	
Nintendo Entertainment System	Yuu Yuu Hakusho: Bakutou Ankoku Bujutsu Kai	Japan		No	No	No	1993	
Nintendo Entertainment System	Zelda no Densetsu 1: The Hyrule Fantasy	Japan		No	No	No	1994	
Nintendo Entertainment System	Zenbei!! Pro Basketball	Japan		No	No	No	1989	
Nintendo Entertainment System	Zippy Race	Japan		No	No	No	1985	
Nintendo Entertainment System	Zoids 2: Zenebasu no Gyakushuu	Japan		No	No	No	1989	
Nintendo Entertainment System	Zoids: Chuuou Tairiku no Tatakai	Japan		No	No	No	1987	
Nintendo Entertainment System	Zoids: Mokushiroku	Japan		No	No	No	1990	
Nintendo Entertainment System	Zombie Hunter	Japan		No	No	No	1987	
Nintendo Entertainment System	Zunou Senkan Galg	Japan		No	No	No	1985	
